UNITID,university,condition,rank,query,title,url,domain
236948,UW,no_max_specified,7,site:washington.edu University of Washington-Seattle Campus generative AI policy,Guidance on AI use in application materials | Human Centered Design & Engineering,https://www.hcde.washington.edu/ms/admissions/ai-writing,washington.edu
236948,UW,no_max_specified,8,site:washington.edu University of Washington-Seattle Campus generative AI policy,Policies in CSE 415 (Winter 2025),https://courses.cs.washington.edu/courses/cse415/25wi/policies.html,washington.edu
236948,UW,no_max_specified,9,site:washington.edu University of Washington-Seattle Campus generative AI policy,Sample syllabus statements regarding student use of artificial intelligence,https://teaching.washington.edu/course-design/ai/sample-ai-syllabus-statements,washington.edu
236948,UW,no_max_specified,10,site:washington.edu University of Washington-Seattle Campus generative AI policy,Generative AI - CSE 122 - Washington,https://courses.cs.washington.edu/courses/cse122/24su/gen-ai/,washington.edu
236948,UW,no_max_specified,11,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Update on the work of the AI Task Force,https://www.washington.edu/provost/2024/09/24/update-on-the-work-of-the-ai-task-force/,washington.edu
236948,UW,no_max_specified,12,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Creating a culture of academic integrity,https://teaching.washington.edu/course-design/academic-integrity,washington.edu
236948,UW,no_max_specified,13,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Academic integrity and misconduct | UW College of Engineering,https://engr.washington.edu/current/policies/academic-integrity-misconduct,washington.edu
236948,UW,no_max_specified,14,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Faculty guidance for promoting academic integrity,https://engr.washington.edu/mycoe/academic/integrity,washington.edu
236948,UW,no_max_specified,15,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Student Rights & Academic Misconduct | Human Centered Design & Engineering,https://hcde.washington.edu/policies/plagiarism-and-academic-conduct,washington.edu
236948,UW,no_max_specified,16,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Supporting Academic Integrity | Writing @ UW,https://writing.washington.edu/for-instructors/supporting-academic-integrity,washington.edu
236948,UW,no_max_specified,17,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Student Handbook - Paul G. Allen School of Computer Science & Engineering,https://cs.washington.edu/academics/graduate/certificate-modern-ai/student-handbook,washington.edu
236948,UW,no_max_specified,18,site:washington.edu University of Washington-Seattle Campus AI policy academic integrity,Academic Misconduct – Community Standards & Student Conduct,https://www.washington.edu/cssc/facultystaff/academic-misconduct/,washington.edu
236948,UW,no_max_specified,19,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,AI+Teaching,https://teaching.washington.edu/course-design/chatgpt/,washington.edu
236948,UW,no_max_specified,20,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,Responsible Use of Electronic Resources,https://lib.washington.edu/about/policy/usageguidelines,washington.edu
236948,UW,no_max_specified,21,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,"ChatGPT, AI and Student Learning",https://sph.washington.edu/faculty/newsletter/ChatGPT-AI,washington.edu
236948,UW,no_max_specified,22,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,Demystifying ChatGPT for Academics – Event Follow-up,https://www.washington.edu/research/announcements/demystifying-chatgpt-for-academics-register-for-event-on-april-5-2023/,washington.edu
236948,UW,no_max_specified,23,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,AI+Teaching,https://teaching.washington.edu/course-design/ai,washington.edu
236948,UW,no_max_specified,24,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,Student Perspectives on AI,https://artsci.washington.edu/news/2026-01/student-perspectives-ai,washington.edu
236948,UW,no_max_specified,25,site:washington.edu University of Washington-Seattle Campus ChatGPT policy students,Hands-on Master Class on LLMs and ChatGPT,https://www.ee.washington.edu/academics/professional-masters-short-courses/llm/,washington.edu
236948,UW,no_max_specified,26,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,Noah Smith named endowed chair and vice provost for artificial intelligence,https://www.washington.edu/provost/2025/11/18/noah-smith-named-endowed-chair-and-vice-provost-for-artificial-intelligence/,washington.edu
236948,UW,no_max_specified,27,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,Artificial Intelligence,https://www.washington.edu/assessment/reports/artificial-intelligence/,washington.edu
236948,UW,no_max_specified,28,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,"Give your input on AI, take the UW-wide survey",https://www.washington.edu/provost/2024/10/08/give-your-input-on-ai-take-the-uw-wide-survey/,washington.edu
236948,UW,no_max_specified,29,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,Provost’s blog,https://www.washington.edu/provost/blog/page/3/,washington.edu
236948,UW,no_max_specified,30,site:washington.edu University of Washington-Seattle Campus provost generative AI guidance,"Federal Policy Updates – Feb. 4, 2026 – Office of the Provost - UW",https://www.washington.edu/provost/2026/02/04/federal-policy-updates-feb-4-2026/,washington.edu
236948,UW,no_max_specified,31,site:washington.edu University of Washington-Seattle Campus teaching and learning generative AI guidance,AI+Teaching Course,https://teaching.washington.edu/learn/ai-to-advance-learning,washington.edu
236948,UW,no_max_specified,32,site:washington.edu University of Washington-Seattle Campus teaching and learning generative AI guidance,Use of Generative AI in CSE 351!,https://courses.cs.washington.edu/courses/cse351/25su/gen_ai.html,washington.edu
236948,UW,no_max_specified,33,site:washington.edu University of Washington-Seattle Campus teaching and learning generative AI guidance,Leveraging AI for Teaching and Learning,https://www.washington.edu/circle/resources/in-the-loop-newsletters/leveraging-ai-for-teaching-and-learning/,washington.edu
236948,UW,no_max_specified,34,site:washington.edu University of Washington-Seattle Campus teaching and learning generative AI guidance,"AI in the Classroom? For Faculty, It's Complicated",https://artsci.washington.edu/news/2026-01/ai-classroom-faculty-its-complicated,washington.edu
236948,UW,no_max_specified,35,site:washington.edu University of Washington-Seattle Campus teaching and learning generative AI guidance,Learn with us,https://teaching.washington.edu/learn,washington.edu
236948,UW,no_max_specified,36,site:washington.edu University of Washington-Seattle Campus teaching and learning generative AI guidance,Course design,https://teaching.washington.edu/course-design,washington.edu
